CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
699,35,5,0,2,1,1,78397.24,0
698,51,2,111018.98,1,1,0,86410.28,0
495,30,10,129755.99,1,0,0,172749.65,0
650,27,6,0,2,1,0,1002.39,0
605,64,2,129555.7,1,1,1,13601.79,0
667,38,1,87202.38,1,1,1,77866.91,0
688,26,8,146133.39,1,1,1,175296.76,0
727,31,0,0,1,1,0,121751.04,1
754,39,6,170184.99,2,1,0,89593.26,0
612,62,8,140745.33,1,1,0,193437.89,1
546,42,7,139070.51,1,1,1,86945,0
673,37,8,0,2,1,1,183318.79,0
593,35,9,114193.24,1,1,0,71154.1,0
656,40,10,167878.5,1,0,1,151887.16,0
535,53,5,141616.55,2,1,1,75888.65,0
678,36,3,145747.67,2,0,1,89566.74,0
477,48,2,129120.64,1,0,1,26475.79,0
850,35,7,110349.82,1,0,0,126355.8,0
427,29,1,141325.56,1,1,1,93839.3,0
752,49,2,78653.84,1,1,0,7698.6,0
649,47,1,0,2,1,1,145593.85,0
799,28,3,142253.65,1,1,0,45042.56,0
589,61,1,0,1,1,0,61108.56,1
583,54,6,115988.86,1,1,0,57553.98,1
839,33,10,75592.43,1,1,0,62674.42,0
540,44,3,164113.04,2,1,1,12120.79,0
850,31,6,67996.23,2,0,0,50129.87,1
696,51,5,0,2,1,0,55022.43,0
660,33,1,0,2,0,0,117834.91,0
682,48,1,138778.15,1,0,1,168840.23,0
744,43,10,147832.15,1,0,1,24234.11,0
785,36,4,135438.4,1,0,0,190627.01,0
752,48,5,116060.08,1,1,0,156618.38,1
706,29,5,112564.62,1,1,0,42334.38,0
583,27,1,125406.58,1,1,1,110784.42,0
660,39,5,135134.99,1,1,0,173683,1
819,39,9,133102.92,1,1,0,27046.46,1
673,34,8,42157.08,1,1,0,20598.59,1
752,30,3,0,2,1,1,104991.28,0
578,38,7,82259.29,1,1,0,8996.97,0
438,36,4,0,2,1,0,64420.5,0
652,38,6,0,2,1,1,145700.22,0
629,49,4,0,2,1,1,196335.48,0
720,52,7,0,1,1,1,14781.12,0
668,42,3,150461.07,1,1,0,108139.23,0
459,48,4,133994.52,1,1,1,19287.06,1
729,31,8,164870.81,2,1,1,9567.39,0
498,25,8,121702.73,1,1,1,132210.49,0
549,25,6,193858.2,1,0,1,21600.11,0
601,54,1,131039.97,2,1,1,199661.5,0
544,64,9,113829.45,1,1,1,124341.49,0
751,30,6,0,2,1,0,15766.1,0
632,41,3,81877.38,1,1,1,33642.21,0
694,57,8,116326.07,1,1,1,117704.65,0
678,31,2,0,2,1,1,58803.28,0
695,46,4,0,2,1,1,137537.22,0
661,41,1,0,2,0,1,131300.68,0
661,33,9,0,2,1,1,84174.81,0
559,31,3,127070.73,1,0,1,160941.78,0
503,29,3,0,2,1,1,143954.99,0
695,46,3,122549.64,1,1,1,56297.85,0
640,42,5,176099.13,1,1,1,8404.73,0
624,48,3,122388.38,2,0,0,30020.09,0
667,42,9,0,2,0,1,58137.42,0
642,26,0,0,1,0,0,47472.68,0
640,32,6,118879.35,2,1,1,19131.71,0
529,35,5,0,2,1,1,187288.5,0
563,39,5,0,2,1,1,17603.81,0
593,38,4,88736.44,2,1,0,67020.03,0
739,45,7,102703.62,1,0,1,147802.94,1
788,70,1,0,2,1,1,41610.62,0
684,38,3,0,2,1,0,44255.65,0
482,55,5,97318.25,1,0,1,78416.14,0
591,58,5,128468.69,1,0,1,137254.55,0
651,41,4,133432.59,1,0,1,151303.48,0
749,40,8,141782.57,2,0,0,86333.63,0
583,24,9,135125.28,1,0,0,89801.9,0
661,42,2,178820.91,1,0,0,29358.57,1
715,31,2,112212.14,2,1,1,181600.72,0
769,45,5,126674.81,1,1,0,124118.71,1
625,51,7,136294.97,1,1,0,38867.46,1
641,36,5,66392.64,1,1,0,31106.67,0
716,27,1,122552.34,2,1,0,67611.36,0
767,43,1,76408.85,2,1,0,77837.63,0
745,36,8,145071.24,1,0,0,6078.46,0
589,34,6,0,2,1,1,177896.92,0
796,45,2,109730.22,1,1,1,123882.73,0
664,57,6,0,2,1,1,15304.08,0
445,62,1,64119.38,1,1,1,76569.64,1
543,57,1,106138.33,2,1,1,120657.32,1
746,36,2,0,2,1,1,16436.56,0
742,33,0,181656.51,1,1,1,107667.91,0
750,32,5,0,2,1,0,95611.47,0
669,30,7,95128.86,1,0,0,19799.26,0
594,49,2,126615.94,2,0,1,123214.74,0
574,36,1,0,2,0,1,71709.12,0
659,36,2,76190.48,2,1,1,149066.14,0
750,40,5,168286.81,3,1,0,20451.99,1
626,35,4,88109.81,1,1,1,32825.5,0
620,42,4,0,2,1,0,6232.31,0
580,35,8,0,2,0,1,10357.03,0
686,34,3,123971.51,2,1,0,147794.63,0
540,48,0,148116.48,1,0,0,116973.48,0
634,35,6,116269.01,1,1,0,129964.94,0
632,38,1,120599.21,1,1,0,92816.86,0
501,41,3,144260.5,1,1,0,172114.67,0
650,25,3,86605.5,3,1,0,16649.31,1
786,34,9,0,2,1,0,144517.19,0
554,37,4,58629.97,1,0,0,182038.6,0
701,42,5,0,2,0,0,24210.56,0
474,45,10,0,2,0,0,172175.9,0
621,43,5,0,1,1,1,47578.45,0
672,56,2,209767.31,2,1,1,150694.42,1
459,42,6,129634.25,2,1,1,177683.02,1
669,23,1,0,2,0,0,66088.83,0
776,38,2,169824.46,1,1,0,169291.7,0
694,36,3,97530.25,1,1,1,117140.41,0
787,42,10,145988.65,2,1,1,79510.37,0
580,37,9,0,2,0,1,77108.66,0
711,25,7,0,3,1,1,9679.28,0
673,40,5,137494.28,1,1,0,81753.92,0
499,57,1,0,1,0,0,131372.38,1
591,24,6,147360,1,1,1,25310.82,0
769,25,10,0,2,0,0,187925.75,0
657,31,3,125167.02,1,0,0,98820.39,0
738,43,9,121152.05,2,1,0,64166.7,1
545,60,7,128981.07,1,0,1,176924.21,1
497,47,6,0,1,1,1,90055.08,0
816,67,6,151858.98,1,1,1,72814.31,0
525,36,2,114628.4,1,0,1,168290.06,0
725,46,6,0,2,1,0,161767.38,0
692,28,8,95059.02,2,1,0,44420.18,0
618,24,7,128736.39,1,0,1,37147.61,0
546,24,8,156325.38,1,1,1,125381.02,0
635,29,7,105405.97,1,1,1,149853.89,0
611,49,2,88915.37,3,0,0,161435.02,1
650,60,8,0,2,1,1,102925.76,0
606,40,5,0,2,1,1,70899.27,0
844,18,2,160980.03,1,0,0,145936.28,0
450,46,5,177619.71,1,1,0,54227.06,0
727,38,2,62276.99,1,1,1,59280.79,0
460,46,4,127559.97,2,1,1,126952.5,0
649,41,0,0,2,0,1,130567.02,0
758,47,9,95523.16,1,1,0,73294.48,0
490,35,7,107749.03,1,1,1,3937.37,0
815,37,2,110777.26,2,1,0,2383.59,0
838,39,5,166733.92,2,1,0,14279.44,0
803,31,9,157120.86,2,1,0,141300.53,0
664,36,2,127160.78,2,1,0,78140.75,0
736,28,2,0,2,1,1,117431.1,0
633,37,9,156091.97,1,1,0,72008.61,0
664,58,5,98668.18,1,1,1,60887.58,0
600,43,5,134022.06,1,1,0,194764.83,0
693,35,5,124151.09,1,1,0,88705.14,1
663,36,6,77253.5,1,0,0,35817.97,1
742,21,1,114292.48,1,1,0,31520.4,0
710,43,2,140080.32,3,1,1,157908.19,1
710,27,2,135277.96,1,1,0,142200.15,0
700,82,2,0,2,0,1,182055.36,0
720,60,9,115920.62,2,0,0,157552.08,1
684,41,2,119782.72,2,0,0,120284.67,0
531,63,1,114715.71,1,0,1,24506.95,1
742,36,2,129748.54,2,0,0,47271.61,1
717,31,4,129722.57,1,0,0,41176.6,0
589,32,2,0,2,0,1,9468.64,0
767,36,3,139180.2,1,0,0,123880.19,0
636,49,6,113599.74,2,1,0,158887.09,1
648,33,7,134944,1,1,1,117036.38,0
622,58,7,116922.25,1,1,0,120415.61,1
692,28,9,118945.09,1,0,0,16064.25,1
754,28,8,0,2,1,1,52615.62,0
679,35,8,119182.73,1,0,0,121210.09,0
639,27,8,0,2,1,0,192247.35,0
774,28,1,71264.02,2,0,1,68759.57,0
517,41,2,0,2,0,1,75937.47,0
571,35,8,0,2,0,0,84569.13,0
747,58,7,116313.57,1,1,1,190696.35,1
792,36,5,92140.15,1,0,1,67468.67,0
688,26,1,0,2,1,1,104435.94,0
714,42,2,177640.09,1,0,1,47166.55,0
562,35,0,0,2,1,0,119899.52,0
704,48,8,167997.6,1,1,1,173498.45,0
698,36,2,82275.35,2,1,1,93249.26,0
611,49,3,0,2,1,1,142917.54,0
850,48,6,111962.99,1,1,0,111755.8,0
743,34,1,131736.88,1,1,1,108543.21,0
654,29,1,0,1,1,0,180345.44,0
761,36,8,108239.11,2,0,0,99444.02,0
702,46,9,98444.19,1,0,1,109563.28,0
488,32,3,114540.38,1,1,0,92568.07,0
683,35,6,187530.66,2,1,1,37976.36,0
601,42,9,133636.16,1,0,1,103315.74,0
605,52,7,0,2,1,1,173952.5,0
671,44,0,84745.03,2,0,1,34673.98,0
614,31,7,120599.38,2,1,1,46163.44,0
511,29,9,0,2,0,1,140676.98,0
850,39,4,127771.35,2,0,1,151738.54,0
790,46,9,0,1,0,0,14679.81,1
793,33,0,0,1,0,0,175544.02,0
628,69,5,0,2,1,1,181964.6,0
598,53,10,167772.96,1,1,1,136886.86,0
657,37,6,95845.6,1,1,0,122218.23,0
618,35,10,0,2,1,0,180439.75,0
681,65,7,134714.7,2,0,1,190419.81,0
516,33,3,0,2,1,1,58685.59,0
421,28,8,122384.22,3,1,1,89017.38,1
700,26,2,0,2,0,0,50051.42,0
745,25,5,157993.15,2,1,0,146041.45,0
696,29,8,0,2,1,0,191166.09,0
580,42,2,123331.36,1,0,0,103516.08,1
497,27,9,75263.16,1,1,1,164825.04,0
720,43,6,137824.03,2,1,0,172557.77,0
659,36,4,132578.92,2,1,0,84320.94,0
841,36,5,156021.31,1,0,0,122662.98,0
642,34,8,0,1,1,0,72085.1,0
732,69,9,137453.43,1,0,1,110932.24,1
600,36,4,0,2,1,0,143635.36,0
464,33,8,164284.72,2,1,1,3710.34,0
680,47,5,0,2,1,1,179843.33,0
758,56,1,0,2,1,1,10643.38,0
630,31,2,112373.49,2,1,1,131167.98,0
577,39,10,0,2,1,0,10553.31,0
684,34,6,0,2,1,1,130928.22,0
708,41,5,0,1,0,1,157003.99,0
732,29,1,154333.82,1,1,1,138527.56,0
634,37,3,111432.77,2,1,1,167032.49,0
633,30,6,0,2,0,0,41642.29,0
559,34,2,137390.11,2,1,0,9677,0
694,37,3,0,2,1,1,147012.22,0
686,56,5,111642.08,1,1,1,80553.87,0
553,48,3,0,1,0,1,30730.95,1
507,36,4,83543.37,1,0,0,140134.43,0
732,50,6,145338.76,1,0,0,91936.1,1
818,31,1,186796.37,1,0,0,178252.63,0
660,35,8,58641.43,1,0,1,198674.08,0
773,41,5,0,1,1,0,28266.9,1
640,44,3,137148.68,1,1,0,92381.01,0
505,49,7,80001.23,1,0,0,135180.11,0
714,21,6,86402.52,2,0,0,27330.59,0
468,42,5,0,2,1,0,125305.34,0
611,51,1,122874.74,1,1,1,149648.45,0
705,25,0,97544.29,1,0,1,59887.15,0
646,46,1,170826.55,2,1,0,45041.32,0
667,48,1,97133.92,2,0,0,113316.77,1
511,41,8,153895.65,1,1,1,39087.42,0
653,43,6,0,2,1,1,7330.59,0
675,57,8,0,2,0,1,95463.29,0
523,32,4,0,2,1,0,167848.02,0
567,49,5,134956.02,1,1,0,93953.84,1
741,39,7,143637.58,2,0,1,174227.66,0
456,32,9,147506.25,1,1,1,135399.21,0
598,64,1,0,2,1,0,195635.3,1
667,43,8,190227.46,1,1,0,97508.04,1
548,32,2,172448.77,1,1,0,188083.77,1
725,41,7,113980.21,1,1,1,116704.25,0
717,53,6,0,2,0,1,97614.87,0
594,38,4,0,2,0,0,186884.04,0
678,25,10,76968.12,2,0,1,131501.72,0
545,38,1,88293.13,2,1,1,24302.95,0
636,48,1,170833.46,1,1,0,110510.28,1
603,44,6,108122.39,2,1,0,108488.33,1
435,36,4,0,1,1,1,197015.2,0
535,40,8,0,1,1,1,27689.77,0
629,45,7,129818.39,3,1,0,9217.55,1
722,35,2,163943.89,2,1,1,15068.18,0
561,28,7,0,2,1,0,7797.01,0
645,38,5,101430.3,2,0,1,4400.32,0
501,39,9,117301.66,1,0,0,182025.95,0
502,32,1,173340.83,1,0,1,122763.95,0
652,42,4,0,2,1,1,38152.01,0
574,33,3,134348.57,1,1,0,63163.99,0
518,45,9,105525.65,2,1,1,73418.29,0
749,60,6,0,1,1,0,17978.68,1
679,43,4,0,3,1,0,115136.51,1
565,36,6,106192.1,1,1,0,149575.59,0
643,45,4,45144.43,1,1,0,60917.24,1
515,65,7,92113.61,1,1,1,142548.33,0
521,25,7,0,2,1,1,157878.67,0
739,38,0,128366.44,1,1,0,12796.43,0
585,42,2,0,2,1,1,18657.77,0
733,74,3,106545.53,1,1,1,134589.58,0
542,43,8,145618.37,1,0,1,10350.74,0
788,37,8,141541.25,1,0,0,66013.27,0
435,32,2,57017.06,2,1,1,5907.11,0
577,42,9,0,1,1,0,74077.91,0
703,51,3,0,3,1,1,77294.56,1
728,35,8,125884.95,2,1,0,54359.02,1
728,32,5,61825.5,1,1,1,156124.93,0
718,35,8,0,2,1,0,94820.85,0
621,40,6,0,1,1,0,155155.25,0
523,40,2,102967.41,1,1,0,128702.1,1
657,25,2,171770.55,1,1,0,22745.5,0
727,40,1,93051.64,2,1,0,71865.31,1
643,36,7,161064.64,2,0,1,84294.82,0
645,48,7,90612.34,1,1,1,149139.13,0
568,28,5,145105.64,2,1,0,185489.11,0
599,58,4,0,1,0,0,176407.15,1
672,45,9,0,1,1,1,92027.69,1
685,33,6,174912.72,1,1,1,43932.54,0
516,46,1,104947.72,1,1,0,115789.25,1
685,31,10,135213.71,1,1,1,125777.28,0
806,25,7,0,2,1,0,18461.9,0
604,36,6,116229.85,2,1,1,79633.38,0
648,53,6,111201.41,1,1,1,121542.29,0
545,32,4,0,1,1,0,94739.2,0
756,27,1,131899,1,1,0,93302.29,0
569,35,10,124525.52,1,1,1,193793.78,0
596,47,6,0,1,1,0,74835.65,0
475,39,6,0,1,1,1,56999.9,1
646,45,3,47134.75,1,1,1,57236.44,0
784,35,3,0,2,0,0,81483.64,0
552,45,9,0,2,1,0,26752.56,0
729,44,5,0,2,0,1,9200.54,0
609,61,1,0,1,1,0,22447.85,1
555,51,5,0,3,1,0,189122.89,1
572,19,1,138657.08,1,1,1,16161.82,0
785,34,9,70302.48,1,1,1,68600.36,0
714,36,1,101609.01,2,1,1,447.73,0
738,35,3,0,1,1,1,15650.73,0
639,38,5,130170.82,1,1,1,149599.62,0
520,61,8,133802.29,2,1,1,90304.01,0
764,24,7,106234.02,1,0,0,115676.38,0
661,39,6,132628.98,1,0,0,38812.67,0
564,41,9,103522.75,2,1,1,34338.21,0
708,42,8,192390.52,2,1,0,823.36,0
512,36,1,0,1,0,1,135482.26,1
592,37,9,0,3,1,1,10656.89,0
619,38,3,0,2,0,1,116467.35,0
775,52,8,109922.61,1,1,1,96823.32,1
850,44,5,128605.32,1,0,1,171096.2,0
577,37,4,0,1,1,1,79881.39,0
724,37,10,68598.56,1,1,0,157862.82,0
710,35,1,106518.52,1,1,1,127951.81,0
696,31,8,0,2,0,0,191074.11,0
376,46,6,0,1,1,0,157333.69,1
675,29,8,121326.42,1,1,0,133457.52,0
745,36,8,67226.37,1,1,0,130789.6,0
697,25,5,82931.85,2,1,1,128373.88,0
599,39,4,0,1,1,0,194273.2,1
715,38,5,118590.41,1,1,1,5684.17,1
659,67,4,145981.87,1,1,1,131043.2,0
684,48,3,73309.38,1,0,0,21228.34,1
635,48,8,130796.33,2,1,1,43250.3,0
789,33,8,151607.56,1,1,0,4389.4,0
571,66,9,111577.01,1,0,1,189271.9,0
694,39,0,107042.74,1,1,1,102284.2,0
665,42,2,156371.61,2,0,1,156774.94,1
706,44,4,129605.99,1,0,0,69865.49,0
807,43,0,0,2,0,1,85523.24,0
771,67,8,0,2,1,1,51219.8,0
531,27,8,132576.25,1,0,0,7222.92,0
629,37,6,129101.3,1,1,1,23971.33,0
850,31,1,108822.4,1,1,1,132173.31,0
685,35,4,137948.51,1,1,0,113639.64,0
642,32,7,100433.8,1,1,1,39768.59,0
529,63,4,96134.11,3,1,0,108732.96,1
683,43,4,115888.04,1,1,1,117349.19,1
663,42,5,124626.07,1,1,1,78004.5,0
563,34,6,139810.34,1,1,1,152417.79,0
637,34,9,0,2,0,0,26057.08,0
544,37,3,84496.71,1,0,0,79972.09,0
649,70,9,116854.71,2,0,1,107125.79,0
638,48,10,138333.03,1,1,1,47679.14,0
723,25,3,0,2,1,1,134509.47,0
635,43,5,78992.75,2,0,0,153265.31,0
750,38,7,97257.41,2,0,1,179883.04,0
730,34,5,122453.37,2,1,0,138882.98,0
750,36,8,112940.07,1,0,1,9855.81,0
586,43,8,132558.26,1,1,0,67046.83,1
520,38,4,0,2,1,0,56388.63,0
652,48,8,133297.24,1,1,0,77764.37,0
550,46,7,0,2,1,0,130590.35,0
594,27,0,197041.8,1,0,0,151912.49,0
749,44,0,71497.79,2,0,0,151083.8,0
668,32,7,0,2,1,1,777.37,0
614,35,6,128100.28,1,0,0,69454.24,1
773,25,1,124532.78,2,0,1,11723.57,0
551,31,9,82293.82,2,1,1,91565.25,0
566,36,1,142120.91,1,1,0,79616.37,0
569,34,0,151839.26,1,1,0,102299.81,1
659,31,7,149620.88,2,1,1,104533.51,0
722,49,3,168197.66,1,1,0,140765.57,1
655,37,5,93147,2,1,0,66214.13,0
615,35,2,97440.02,2,1,1,139816.1,0
752,42,3,65046.08,2,0,1,140139.28,0
661,28,7,95357.49,1,0,0,102297.15,0
838,43,9,123105.88,2,1,0,145765.83,0
610,29,9,0,3,0,1,83912.24,0
811,44,3,0,2,0,1,78439.73,0
587,62,7,121286.27,1,0,1,6776.92,0
811,28,4,167738.82,2,1,1,9903.42,0
759,38,1,104091.29,1,0,0,91561.91,0
648,42,8,121980.56,2,1,0,4027.02,0
788,43,10,0,2,1,1,116111.51,0
725,39,1,50880.98,2,1,1,184023.54,0
646,42,3,175159.9,2,0,0,67124.48,1
601,26,7,105514.69,2,1,0,50070.59,0
521,52,5,116497.31,3,0,0,53793.1,1
561,33,6,0,2,1,0,45261.47,0
564,42,7,99824.45,1,1,1,36721.4,0
444,45,6,0,1,1,0,130009.85,1
650,71,0,0,1,1,1,175380.77,0
724,40,10,0,1,1,0,127847.25,1
719,35,3,122964.88,1,1,1,138231.7,0
548,29,4,0,2,0,1,48673.18,0
635,24,4,0,2,1,1,70668.77,0
496,43,3,0,2,0,1,199505.53,0
676,37,5,89634.69,1,1,1,169583.18,1
541,40,7,95710.11,2,1,0,49063.42,0
778,41,7,139706.31,1,1,0,63337.19,0
850,45,5,103909.86,1,1,0,60083.11,1
633,31,1,0,1,1,0,48606.71,0
625,49,6,173434.9,1,1,0,165580.93,1
485,32,6,102238.01,2,1,1,194010.12,0
547,48,1,179380.74,2,0,1,69263.1,0
642,32,3,0,2,1,1,88698.83,0
718,25,4,108691.95,1,1,0,63030.97,0
582,32,4,0,2,1,0,59668.81,0
628,33,6,0,2,0,0,184230.23,0
737,35,0,133377.8,1,0,1,64050.19,0
828,34,9,0,2,1,1,81853.98,0
609,53,10,0,1,1,1,154642.91,0
730,39,1,116537.6,1,0,0,145679.6,0
631,22,3,0,2,0,0,30781.77,0
830,40,4,0,2,0,1,81622.52,0
645,29,1,130131.08,2,0,1,196474.35,0
663,46,3,0,2,0,1,176276.1,0
678,30,0,0,1,1,0,35113.08,0
521,30,2,107316.09,1,1,0,64299.82,0
625,24,1,0,2,1,1,180969.55,0
523,30,1,83181.29,1,1,1,138176.78,0
714,72,3,0,1,1,1,86733.61,0
580,67,3,153946.14,1,1,1,7418.92,0
722,30,5,0,2,1,0,166376.54,0
630,39,7,135483.17,1,1,0,140881.2,1
579,35,1,0,2,1,0,4460.2,0
670,38,4,119624.54,2,1,1,110472.12,0
588,34,6,121132.26,2,1,0,86460.28,0
807,42,1,0,1,1,0,16500.66,1
726,48,4,0,1,1,0,114020.06,1
812,25,5,54817.55,1,1,0,131660.31,0
631,40,3,107949.45,1,1,0,52449.62,1
682,30,4,0,1,0,1,161465.31,0
625,49,2,80816.45,1,1,1,20018.79,0
607,38,3,98205.77,1,1,0,176318.27,0
600,50,6,94684.27,1,1,1,50488.91,0
602,22,7,141604.76,1,1,0,30379.6,0
545,74,3,0,2,1,1,161326.73,0
675,33,3,0,2,1,0,45348.08,0
581,47,1,122949.14,1,0,0,180251.68,1
640,33,8,81677.22,2,0,0,34925.56,0
850,38,7,80293.98,1,0,0,126555.74,0
490,48,8,155413.06,1,1,0,187921.3,0
710,38,4,0,2,1,1,136390.88,0
613,38,9,67111.65,1,1,0,78566.64,1
812,34,5,103818.43,1,1,1,166038.27,0
723,20,4,0,2,1,1,140385.33,0
512,36,4,152169.12,2,0,0,38629.3,1
731,52,10,0,1,1,1,24998.75,1
650,26,4,214346.96,2,1,0,128815.33,0
594,57,6,0,1,1,0,19376.56,1
844,40,7,113348.14,1,1,0,31904.31,1
686,47,5,170935.94,1,1,0,173179.79,1
695,52,8,103023.26,1,1,1,22485.64,0
624,23,6,0,2,0,1,196668.51,0
503,37,6,0,2,0,0,136506.86,0
535,31,7,111855.04,2,1,1,36278.89,0
743,32,6,140348.56,2,1,1,163254.39,0
702,39,8,0,2,1,0,99654.13,0
658,29,3,145512.84,1,1,0,20207.02,0
677,41,8,146720.98,2,1,1,4195.84,0
664,32,10,107209.73,1,1,1,112340.2,0
766,38,7,130933.74,1,0,1,2035.94,0
461,35,8,0,1,1,0,132295.95,0
688,36,0,89772.3,1,1,0,177383.68,1
678,32,5,0,2,1,0,90284.47,0
796,24,8,0,2,1,0,61349.37,0
803,42,5,0,1,1,0,196466.83,1
712,36,2,100749.5,3,0,0,70758.37,1
498,31,10,0,2,1,0,13892.57,0
850,22,2,0,2,1,1,9684.52,0
628,51,3,123981.31,2,1,1,40546.15,0
539,34,4,91622.42,1,1,1,136603.42,0
732,36,7,126195.81,1,1,1,133172.48,0
715,41,4,94267.9,1,0,1,152821.12,1
651,40,4,0,2,1,1,147715.83,0
813,34,0,0,2,1,0,43169.15,0
692,29,4,0,1,1,0,76755.99,1
756,39,3,100717.85,3,1,1,73406.04,1
543,36,6,0,2,1,0,176728.28,0
790,26,4,141581.71,2,0,0,98309.27,0
494,38,7,0,2,1,1,6203.66,0
850,39,2,148586.64,1,1,1,176791.27,0
703,29,9,0,2,1,0,50679.48,0
432,38,7,0,2,1,0,150580.88,0
512,32,2,123403.85,2,1,0,80120.19,0
589,28,7,0,2,1,0,151645.96,0
514,46,3,106511.85,1,1,0,55072.32,0
678,38,2,0,2,0,0,115068.99,0
420,34,1,135549.9,1,0,0,149471.13,1
679,38,7,110555.37,2,1,0,46522.68,0
595,31,4,0,2,1,0,189995.86,0
713,52,0,185891.54,1,1,1,46369.57,1
833,59,1,130854.59,1,1,1,30722.52,1
690,42,3,92578.14,2,0,0,70810.6,0
731,21,8,132312.06,1,1,0,106663.46,1
608,62,8,144976.5,1,0,0,175836.03,1
479,48,5,87070.23,1,0,1,85646.41,0
519,42,8,0,2,1,1,101485.72,0
731,47,1,115414.19,3,0,0,191734.67,1
617,61,7,91070.43,1,1,1,101839.77,0
756,29,2,117412.19,2,1,0,4888.91,0
848,31,4,90018.45,2,1,0,193132.98,0
809,24,4,0,2,1,0,193518.76,0
698,56,1,112414.81,2,0,0,93982.02,1
779,33,1,158456.76,1,1,1,197000.92,1
606,35,7,0,1,1,0,106837.06,1
612,58,1,149641.53,1,1,1,115161.28,0
663,33,8,122528.18,1,1,0,196260.3,0
549,45,3,143734.01,2,1,1,96404.38,0
675,32,2,155663.31,1,1,0,97658.66,0
669,35,7,0,1,1,1,49108.23,1
571,34,1,101736.66,1,0,1,195651.66,0
500,37,9,125822.21,1,1,0,111698,0
628,37,0,0,2,1,1,171707.93,0
559,34,4,0,2,1,1,66721.98,0
769,27,2,0,1,1,1,57876.05,0
733,31,6,157791.07,2,0,0,177994.81,0
750,22,5,0,2,0,1,105125.65,0
583,42,4,0,2,1,0,17439.66,0
468,42,9,181627.14,2,1,0,172668.39,0
727,57,1,109679.72,1,0,1,753.37,0
618,37,5,96652.86,1,1,0,98686.4,1
617,40,5,190008.32,2,1,1,107047.92,0
793,41,9,0,2,1,0,152153.74,0
630,43,9,0,2,1,1,34338.04,0
765,43,4,148962.76,1,0,1,173878.87,1
546,28,8,0,1,1,0,159254.29,0
614,30,3,131344.52,2,1,0,54776.64,0
593,29,5,101713.84,3,1,0,134594.99,0
613,34,3,0,1,1,1,41724.72,0
655,38,4,0,2,0,0,110527.71,0
700,27,6,137963.07,1,0,0,8996.79,0
826,29,4,129938.07,1,0,1,190200.53,0
652,45,2,151421.44,1,0,1,115333.43,0
755,45,7,135643,1,0,0,143619.52,1
538,39,2,122773.5,2,1,1,58467.08,0
729,34,3,152303.8,1,1,0,12128.69,0
615,49,3,0,2,1,1,49872.33,0
700,54,1,79415.67,1,0,1,139735.54,0
434,58,9,125801.03,2,1,0,60891.8,1
729,37,10,0,2,1,0,100862.54,0
513,35,8,0,1,1,0,76640.29,1
755,41,6,104817.41,1,1,0,126013.58,1
615,30,9,0,1,1,0,87347.82,0
747,32,5,67495.04,2,0,1,77370.37,0
850,36,0,164850.54,1,1,1,62722.44,0
712,49,5,154776.42,2,0,0,196257.68,0
622,28,1,143124.63,2,1,0,81723.8,0
548,35,10,0,1,1,1,31299.71,0
607,27,2,0,2,1,0,63495.86,0
653,38,8,102133.38,1,1,1,166520.96,0
699,26,6,79932.41,1,0,0,150242.44,0
693,40,0,120711.73,1,0,0,27345.18,1
647,43,3,122717.53,2,1,1,87000.39,0
478,36,3,92363.3,2,1,0,44912.7,0
705,40,5,203715.15,1,1,0,179978.68,1
719,39,5,0,2,1,0,145759.7,0
726,34,9,0,2,0,0,14121.61,0
626,21,1,0,2,1,0,66232.23,0
552,49,4,0,1,1,1,190296.76,1
807,31,1,93460.47,2,0,0,172782.69,0
621,34,6,0,2,1,1,99128.13,0
651,24,7,40224.7,1,1,1,178341.33,0
673,43,5,168069.73,1,1,1,146992.24,1
652,36,1,0,2,1,1,151314.98,0
584,47,7,130538.77,1,1,0,92915.84,0
756,37,3,132623.6,1,1,1,58974,0
670,35,3,103465.02,2,1,1,174627.06,0
765,50,9,126547.8,1,1,1,79579.94,1
528,30,2,128262.72,2,1,0,50771.16,0
701,40,5,169742.64,1,1,1,153537.55,1
797,29,1,0,2,1,1,132975.39,0
639,27,3,150795.81,1,0,1,85208.93,0
785,61,4,129855.72,2,1,0,170214.82,1
363,28,6,146098.43,3,1,0,100615.14,1
764,24,7,0,2,1,0,186105.99,0
676,43,2,0,1,1,1,55119.53,0
718,28,4,65643.3,1,1,0,28760.99,0
590,34,6,0,2,1,0,171021.44,0
584,38,9,104584.16,1,1,0,176678.72,0
645,41,7,0,1,0,1,28667.56,0
772,30,6,99785.28,2,0,0,197238.03,0
399,46,2,127655.22,1,1,0,139994.68,1
529,22,5,0,1,1,0,151169.83,0
463,35,2,101257.16,1,1,1,118113.64,0
630,40,7,0,2,1,1,34453.17,0
780,76,10,121313.88,1,0,1,64872.33,0
584,32,5,0,2,1,0,10956.82,0
752,30,4,81523.38,1,1,1,36885.85,0
697,47,6,128252.66,1,1,1,168053.4,0
850,32,7,0,2,0,0,155227,0
711,51,7,0,3,1,0,38409.79,1
452,32,5,0,2,0,1,75279.39,0
610,42,6,0,2,1,0,158302.59,1
694,22,4,0,2,1,1,11525.72,0
579,33,6,0,1,1,0,94993.04,1
745,54,8,0,1,1,0,173912.29,1
572,33,5,0,1,0,1,41139.05,0
